YEAR,STATE_NAME,TOTAL_FLIGHTS,TOTAL_CO2_EMISSIONS,CO2_PER_FLIGHT
2021,SWITZERLAND,223613.0,2506346.87615,11.769876616787363
2021,TÜRKIYE,738132.0,11497784.1084,15.715505246303566
2021,UNITED KINGDOM,811162.0,13836846.34595,18.858976534113555
2022,ALBANIA,38602.0,265728.3055,6.822605905845914
2022,ARMENIA,34550.0,357732.004,10.40521312733852
2022,AUSTRIA,273466.0,2153844.92335,7.877548498394972
2022,BELGIUM,285874.0,4950612.88205,17.47515476988001
2022,BOSNIA AND HERZEGOVINA,14772.0,134164.2126,8.770727589024967
2022,BULGARIA,52974.0,663592.1892,12.277236112979836
2022,CROATIA,42008.0,579158.76435,13.030620570701045
2022,CYPRUS,71855.0,836152.98215,11.473608807101016
2022,DENMARK,202210.0,2270221.5165999997,11.284570024536661
2022,ESTONIA,35490.0,197140.04565,5.577264553779506
2022,FINLAND,132701.0,1761725.9037,13.337753166825811
2022,FRANCE,1599812.0,18007916.8022,11.323503127140894
2022,GEORGIA,28892.0,491275.1785,17.114787394625264
2022,GERMANY,1483139.0,24287552.8485,16.517554050391304
2022,GREECE,509807.0,4348084.25295,7.758178903495092
2022,HUNGARY,97982.0,882030.1103000001,9.046089109355291
2022,IRELAND,264924.0,2807377.4672,10.514220569918782
2022,ITALY,1114499.0,11431253.53145,10.182269512941026
2022,LATVIA,55744.0,353342.73705,6.349675643583428
2022,LITHUANIA,53181.0,364386.1772,6.828996043058912
2022,LUXEMBOURG,69795.0,1900319.03525,27.99975842359899
2022,MALTA,48476.0,383030.9731,7.8840355466816545
2022,MONTENEGRO,12182.0,95045.61465,7.1551974480478835
2022,NETHERLANDS,465875.0,9113507.6938,19.710920344874253
2022,NORWAY,667989.0,2468813.8704,3.676252683327585
2022,POLAND,382479.0,2950793.03845,7.701730666067441
2022,PORTUGAL,426091.0,4701273.7718,11.020181427715329
2022,ROMANIA,107907.0,1300386.66355,11.979437461114403
2022,SERBIA,66121.0,413706.5332,6.2718309024433365
2022,SLOVAKIA,17186.0,138967.75715000002,7.794047090042585
2022,SLOVENIA,21552.0,78803.3803,3.617534351140753
2022,SPAIN,1954144.0,15153858.4353,7.7205084714325976
2022,SWEDEN,250711.0,2140094.5577,8.610138314704352
2022,SWITZERLAND,375410.0,4336435.4616,11.5502333446998
2022,TÜRKIYE,954690.0,15643235.60275,16.290900311012294
2022,UNITED KINGDOM,1680130.0,27683037.15005,16.621598001146214
2023,ALBANIA,50811.0,329391.3952,6.4516231455046436
2023,ARMENIA,43282.0,476314.8317,10.976877789219168
2023,AUSTRIA,304936.0,2568658.4855,8.409498460048658
2023,BELGIUM,297162.0,4983544.68655,16.858413983780157
2023,BOSNIA AND HERZEGOVINA,13347.0,132878.66825,9.678285399216719
2023,BULGARIA,59897.0,715319.9786,11.759247623649424
2023,CROATIA,45622.0,623447.565,13.008907446664994
2023,CYPRUS,86430.0,1005988.69865,11.585660959139444
2023,DENMARK,227333.0,2556152.06885,11.214637011488575
2023,ESTONIA,35282.0,188218.40110000002,5.326583186063465
2023,FINLAND,141858.0,2085231.8214,14.710654307851348
2023,FRANCE,1682535.0,20404819.5977,12.176763026208022
2023,GEORGIA,34451.0,519900.62245,15.051409896366545
2023,GERMANY,1597589.0,26761381.2217,16.849700824565684
2023,GREECE,549571.0,4631251.1873,7.755259785433803
2023,HUNGARY,107397.0,1033389.4894000001,9.608621044015015
2023,IRELAND,300341.0,3198638.0795,10.579004410060254
2023,ITALY,1233399.0,13628501.7846,10.973290900416975
2023,LATVIA,61667.0,403356.0375,6.527287189613678
2023,LITHUANIA,55119.0,393218.8751,7.107217574691912
2023,LUXEMBOURG,72031.0,1779038.6115,24.981921060073763
2023,MALTA,59196.0,467913.48165,7.936792650515151
2023,MONTENEGRO,14280.0,120415.02885,7.7284960563065335
2023,NETHERLANDS,502550.0,9873387.55095,19.7122322359947
2023,NORWAY,673122.0,2596337.5361,3.847400378531374
2023,POLAND,432535.0,3611087.4457,8.337343410699535
2023,PORTUGAL,474294.0,5411971.2444,11.42601420161766
2023,ROMANIA,117789.0,1401466.62665,11.89030349773139
2023,SERBIA,83756.0,549800.52185,6.5304756430219975
2023,SLOVAKIA,19382.0,156002.97905,7.809456661512595
2023,SLOVENIA,23501.0,90508.70985,3.819818238462584
2023,SPAIN,2123119.0,17226167.60395,8.082651872446293
2023,SWEDEN,274544.0,2313917.38735,8.428601863511174
2023,SWITZERLAND,416596.0,5188589.4028,12.457296622587705
2023,TÜRKIYE,1111472.0,18324194.9229,16.486076517087223
2023,UNITED KINGDOM,1913086.0,33526808.47875,17.54519777597076
2024,ALBANIA,39247.0,272724.04604,6.94403734768922
2024,ARMENIA,21555.0,239680.02616,11.096779845597625
2024,AUSTRIA,182916.0,1587564.6620200002,8.664430976656886
2024,BELGIUM,177327.0,3055687.09128,17.274004731327565
2024,BOSNIA AND HERZEGOVINA,9112.0,76699.57254,7.944533941362728
2024,BULGARIA,37395.0,421575.42595999996,11.128722625309267
2024,CROATIA,28485.0,407442.4645,13.454560088228389
2024,CYPRUS,50190.0,588947.47206,11.708701073935782
2024,DENMARK,138247.0,1623341.3421200002,11.734583408724992
2024,ESTONIA,23231.0,119783.77566,5.139019234064485
2024,FINLAND,87439.0,1263483.57394,14.510303233676254
2024,FRANCE,989682.0,12279512.07196,12.486507482439745
2024,GEORGIA,24693.0,377837.14962,15.208257517199632
2024,GERMANY,945078.0,15813274.4919,16.820390558393942
2024,GREECE,324463.0,2764196.52668,7.79976024559383
