YEAR,MONTH_NUM,STATE_NAME,TOTAL_FLIGHTS,TOTAL_CO2_EMISSIONS,CO2_PER_FLIGHT
2018,3,SWEDEN,31947.0,294287.735,9.211748677497104
2018,3,SWITZERLAND,38553.0,466533.175,12.101086167094648
2018,3,TÜRKIYE,80050.0,1105694.127,13.812543747657715
2018,3,UNITED KINGDOM,164966.0,2876143.324,17.434764278699852
2018,4,ALBANIA,1994.0,10718.944,5.375598796389167
2018,4,ARMENIA,1900.0,19852.298000000003,10.448577894736843
2018,4,AUSTRIA,27602.0,219987.049,7.969967719730454
2018,4,BELGIUM,28901.0,388584.903,13.445379156430572
2018,4,BOSNIA AND HERZEGOVINA,1030.0,8522.025,8.27381067961165
2018,4,BULGARIA,5168.0,49022.529,9.485783475232198
2018,4,CROATIA,3346.0,40042.088,11.967151225343695
2018,4,CYPRUS,6806.0,84550.477,12.422932265647958
2018,4,DENMARK,22403.0,243909.442,10.887356246931216
2018,4,ESTONIA,3695.0,17648.513,4.776322868741542
2018,4,FINLAND,15736.0,195797.628,12.442655566853075
2018,4,FRANCE,152619.0,1724810.923,11.301416750208034
2018,4,GEORGIA,3096.0,34508.788,11.146249354005167
2018,4,GERMANY,173181.0,2481399.014,14.32835596283657
2018,4,GREECE,31362.0,242328.154,7.726808047956125
2018,4,HUNGARY,9379.0,78574.909,8.377749120375306
2018,4,IRELAND,24366.0,261551.116,10.734265616022327
2018,4,ITALY,99219.0,1164916.497,11.740861095153146
2018,4,LATVIA,6914.0,36332.753,5.254954150997975
2018,4,LITHUANIA,5138.0,33175.024,6.456797197353056
2018,4,LUXEMBOURG,6483.0,142772.603,22.02261345056301
2018,4,MALTA,4999.0,43016.871,8.60509521904381
2018,4,MONTENEGRO,1049.0,8061.555,7.684990467111535
2018,4,NETHERLANDS,47225.0,932999.601,19.756476463737428
2018,4,NORWAY,62675.0,251340.897,4.010225719984045
2018,4,POLAND,34050.0,233036.968,6.8439638179148305
2018,4,PORTUGAL,36406.0,401950.039,11.04076358292589
2018,4,ROMANIA,10481.0,113994.946,10.876342524568265
2018,4,SERBIA,5265.0,32545.775,6.1815337132003805
2018,4,SLOVAKIA,1735.0,12624.811,7.276548126801153
2018,4,SLOVENIA,3160.0,10932.913,3.459782594936709
2018,4,SPAIN,171028.0,1436794.311,8.40093032135089
2018,4,SWEDEN,32540.0,276132.123,8.485928795328826
2018,4,SWITZERLAND,38231.0,470289.482,12.301260286155214
2018,4,TÜRKIYE,85768.0,1203288.416,14.02957298759444
2018,4,UNITED KINGDOM,175589.0,3010543.721,17.14540045788745
2018,5,ALBANIA,2046.0,11194.048,5.4711867057673516
2018,5,ARMENIA,1914.0,20349.749,10.632052769070011
2018,5,AUSTRIA,29485.0,235070.183,7.97253461081906
2018,5,BELGIUM,30215.0,406920.287,13.467492536819462
2018,5,BOSNIA AND HERZEGOVINA,1011.0,7657.855,7.574535113748763
2018,5,BULGARIA,5380.0,67360.977,12.520627695167287
2018,5,CROATIA,3958.0,69209.20300000001,17.485902728650835
2018,5,CYPRUS,8387.0,112792.267,13.448463932276143
2018,5,DENMARK,24181.0,266660.238,11.027676192051612
2018,5,ESTONIA,4318.0,20686.136,4.790675312644742
2018,5,FINLAND,17078.0,209687.894,12.278246515985478
2018,5,FRANCE,164592.0,1867808.822,11.348114258287158
2018,5,GEORGIA,3179.0,38552.74,12.127316766278703
2018,5,GERMANY,187728.0,2693266.655,14.346643308403646
2018,5,GREECE,49211.0,465195.411,9.453077787486539
2018,5,HUNGARY,9995.0,89966.265,9.001127063531765
2018,5,IRELAND,27067.0,296811.443,10.965804965456092
2018,5,ITALY,106404.0,1265411.239,11.892515685500546
2018,5,LATVIA,7601.0,41778.516,5.496449940797264
2018,5,LITHUANIA,5814.0,37236.463,6.4046203990368085
2018,5,LUXEMBOURG,6768.0,144095.286,21.29067464539007
2018,5,MALTA,5433.0,46922.36,8.636547027424996
2018,5,MONTENEGRO,1200.0,12425.544,10.35462
2018,5,NETHERLANDS,50631.0,1006598.676,19.881074361557147
2018,5,NORWAY,63090.0,263745.306,4.180461340941512
2018,5,POLAND,37133.0,267694.015,7.209059731236367
2018,5,PORTUGAL,39403.0,433757.422,11.008233434002488
2018,5,ROMANIA,11244.0,119069.72,10.589622909996443
2018,5,SERBIA,5657.0,34513.406,6.1010086618348955
2018,5,SLOVAKIA,1912.0,13544.671,7.084032949790795
2018,5,SLOVENIA,3255.0,11442.211,3.5152721966205833
2018,5,SPAIN,186461.0,1601844.365,8.590774290602324
2018,5,SWEDEN,33716.0,286821.046,8.506971348914462
2018,5,SWITZERLAND,39445.0,473108.646,11.994134769932819
2018,5,TÜRKIYE,93057.0,1374150.148,14.76675744973511
2018,5,UNITED KINGDOM,192527.0,3276214.159,17.016907545435185
2018,6,ALBANIA,2313.0,13670.33,5.91021616947687
2018,6,ARMENIA,1948.0,20914.59,10.73644250513347
2018,6,AUSTRIA,30852.0,249031.368,8.071806301050175
2018,6,BELGIUM,30385.0,407400.811,13.407958235971696
2018,6,BOSNIA AND HERZEGOVINA,1113.0,10641.092,9.560729559748427
2018,6,BULGARIA,5311.0,112055.33,21.0987252871399
2018,6,CROATIA,4089.0,89148.993,21.802150403521644
2018,6,CYPRUS,8973.0,122561.363,13.658905940042349
2018,6,DENMARK,24282.0,283484.878,11.674692282349067
2018,6,ESTONIA,4248.0,19951.323,4.696639124293785
2018,6,FINLAND,16422.0,209088.242,12.732203263914261
2018,6,FRANCE,171919.0,1934246.206,11.250915873172831
2018,6,GEORGIA,3473.0,45052.76,12.972289087244457
2018,6,GERMANY,189354.0,2696329.033,14.239620145336248
2018,6,GREECE,62645.0,597067.899,9.530974523106392
2018,6,HUNGARY,10187.0,93381.272,9.166709728084813
2018,6,IRELAND,28010.0,321497.22000000003,11.477944305605142
2018,6,ITALY,110593.0,1358650.943,12.285144114003598
2018,6,LATVIA,7616.0,44757.564,5.876780987394958
2018,6,LITHUANIA,5739.0,38063.681,6.632458790730092
2018,6,LUXEMBOURG,6824.0,142145.08000000002,20.830169988276673
2018,6,MALTA,5390.0,46781.176,8.679253432282003
2018,6,MONTENEGRO,1433.0,22355.921,15.600782274947662
2018,6,NETHERLANDS,49425.0,985005.892,19.92930484572585
2018,6,NORWAY,64142.0,283221.632,4.415541018365501
2018,6,POLAND,40392.0,295275.939,7.310257947118242
2018,6,PORTUGAL,40614.0,470129.434,11.575551140000986
2018,6,ROMANIA,11365.0,127223.49,11.194323801143863
2018,6,SERBIA,6257.0,38464.421,6.147422247083267
2018,6,SLOVAKIA,2540.0,21312.031,8.390563385826772
2018,6,SLOVENIA,3256.0,12183.819,3.741959152334152
2018,6,SPAIN,196751.0,1728399.41,8.78470457583443
2018,6,SWEDEN,31296.0,289926.916,9.264024667689162
2018,6,SWITZERLAND,39625.0,487119.096,12.29322639747634
2018,6,TÜRKIYE,99187.0,1483262.145,14.954199088590238
2018,6,UNITED KINGDOM,194599.0,3323213.92,17.077240479139153
2018,7,ALBANIA,2766.0,16518.246,5.971889370932755
2018,7,ARMENIA,2318.0,25209.236,10.875425366695428
2018,7,AUSTRIA,31358.0,262270.031,8.363735920658206
2018,7,BELGIUM,32233.0,448035.902,13.899913194552168
2018,7,BOSNIA AND HERZEGOVINA,1463.0,15889.263,10.860740259740261
2018,7,BULGARIA,5559.0,130963.629,23.558846735024286
2018,7,CROATIA,4459.0,113491.639,25.45226261493608
2018,7,CYPRUS,9635.0,129982.678,13.490677529839129
2018,7,DENMARK,23604.0,303352.65,12.85174758515506
2018,7,ESTONIA,4337.0,20049.579,4.622914226423796
2018,7,FINLAND,16089.0,214014.46,13.301911865249549
2018,7,FRANCE,182915.0,2132486.129,11.658344744826833
2018,7,GEORGIA,3970.0,53849.935,13.564215365239294
2018,7,GERMANY,195879.0,2835892.422,14.47777669888043
2018,7,GREECE,73744.0,691738.54,9.380268767628554
2018,7,HUNGARY,11114.0,100990.138,9.086749865035092
2018,7,IRELAND,28774.0,332935.06,11.570690901508305
2018,7,ITALY,119111.0,1476013.6,12.391916783504463
2018,7,LATVIA,7775.0,44274.894,5.694520128617364
2018,7,LITHUANIA,5743.0,36160.756,6.296492425561554
2018,7,LUXEMBOURG,6604.0,143430.024,21.718658994548758
2018,7,MALTA,5800.0,49448.113,8.52553672413793
2018,7,MONTENEGRO,1703.0,26385.092,15.493301233118027
2018,7,NETHERLANDS,51444.0,1043044.562,20.275339437057774
2018,7,NORWAY,59862.0,296430.035,4.95188993017273
2018,7,POLAND,42006.0,316375.361,7.5316707375136875
2018,7,PORTUGAL,43302.0,506120.038,11.688144612258094
2018,7,ROMANIA,12291.0,142827.429,11.620488894312912
2018,7,SERBIA,7066.0,46082.942,6.521786300594396
2018,7,SLOVAKIA,2824.0,26605.887,9.421348087818696
2018,7,SLOVENIA,3425.0,13319.008,3.8887614598540146
2018,7,SPAIN,211831.0,1868976.924,8.822962285973253
2018,7,SWEDEN,28743.0,296011.171,10.29854820304074
2018,7,SWITZERLAND,41321.0,523718.356,12.67438726071489
2018,7,TÜRKIYE,108568.0,1624956.635,14.967178496426204
2018,7,UNITED KINGDOM,201489.0,3503164.584,17.38638131113857
2018,8,ALBANIA,2879.0,17471.914,6.068744008336228
2018,8,ARMENIA,2390.0,26424.401,11.056234728033473
2018,8,AUSTRIA,31500.0,265128.438,8.416775809523811
2018,8,BELGIUM,31413.0,445181.855,14.171898736192022
2018,8,BOSNIA AND HERZEGOVINA,1458.0,16570.185,11.365010288065845
2018,8,BULGARIA,5472.0,127418.117,23.285474597953215
2018,8,CROATIA,4405.0,107789.06,24.469707150964812
2018,8,CYPRUS,9769.0,129677.644,13.274403111884533
2018,8,DENMARK,24114.0,289818.417,12.018678651405823
2018,8,ESTONIA,4287.0,19678.128,4.590186144156753
2018,8,FINLAND,16894.0,213699.372,12.649424174263052
2018,8,FRANCE,169887.0,2106004.867,12.396503952627334
2018,8,GEORGIA,4012.0,55160.447,13.748865154536391
2018,8,GERMANY,194103.0,2836180.098,14.61172726851208
2018,8,GREECE,74415.0,690712.229,9.281895168984748
2018,8,HUNGARY,11064.0,104064.985,9.405728940708604
2018,8,IRELAND,28089.0,326396.927,11.620097796290363
2018,8,ITALY,115888.0,1478662.662,12.759411345436973
2018,8,LATVIA,7928.0,44742.646,5.64362336024218
2018,8,LITHUANIA,5703.0,36080.492,6.326581097667894
2018,8,LUXEMBOURG,6262.0,143020.257,22.839389492175027
2018,8,MALTA,5797.0,48869.145,8.430075038813179
2018,8,MONTENEGRO,1679.0,27052.824,16.11246217986897
2018,8,NETHERLANDS,51297.0,1048448.853,20.43879472483771
2018,8,NORWAY,65438.0,288819.672,4.413638436382531
2018,8,POLAND,42109.0,320713.129,7.616260870597735
2018,8,PORTUGAL,43720.0,504867.85,11.547755032021957
2018,8,ROMANIA,12428.0,143783.877,11.569349613775346
2018,8,SERBIA,7110.0,46326.925,6.515741912798875
2018,8,SLOVAKIA,2848.0,26129.896,9.174823033707865
2018,8,SLOVENIA,3528.0,13216.672,3.7462222222222223
2018,8,SPAIN,208731.0,1849485.72,8.860618307774121
2018,8,SWEDEN,31310.0,293925.59,9.387594698179496
2018,8,SWITZERLAND,40468.0,523083.456,12.925853909261638
2018,8,TÜRKIYE,108269.0,1623924.088,14.998975588580295
2018,8,UNITED KINGDOM,200200.0,3503786.867,17.501432902097903
2018,9,ALBANIA,2429.0,14805.192,6.095179909427747
2018,9,ARMENIA,2047.0,21717.646,10.609499755740108
2018,9,AUSTRIA,31258.0,254578.053,8.144412726342058
2018,9,BELGIUM,30200.0,426885.967,14.135296920529802
2018,9,BOSNIA AND HERZEGOVINA,1096.0,9897.647,9.030699817518249
2018,9,BULGARIA,5364.0,96174.153,17.929558724832216
2018,9,CROATIA,4160.0,89693.957,21.56104735576923
2018,9,CYPRUS,9026.0,122455.009,13.566918790161756
2018,9,DENMARK,23889.0,273745.849,11.45907526476621
2018,9,ESTONIA,4221.0,19112.354,4.527920871831319
2018,9,FINLAND,16958.0,209521.714,12.355331642882415
2018,9,FRANCE,172593.0,1953725.818,11.319843898651742
2018,9,GEORGIA,3490.0,46283.738,13.261816045845272
2018,9,GERMANY,196792.0,2775447.214,14.10345549615838
2018,9,GREECE,63004.0,596746.785,9.471569820963749
2018,9,HUNGARY,10470.0,97934.142,9.35378624641834
2018,9,IRELAND,27102.0,316818.853,11.689869862002805
2018,9,ITALY,112506.0,1384327.845,12.304480161058077
2018,9,LATVIA,7563.0,42649.397,5.639216845167262
2018,9,LITHUANIA,5501.0,35546.561,6.461836211597892
2018,9,LUXEMBOURG,6685.0,146423.241,21.903252206432313
2018,9,MALTA,5425.0,46973.593,8.658726820276497
2018,9,MONTENEGRO,1443.0,21513.735,14.909033264033264
2018,9,NETHERLANDS,50009.0,995645.474,19.909325801355756
2018,9,NORWAY,64178.0,270763.181,4.218940774097042
2018,9,POLAND,40938.0,300041.454,7.329167375054962
2018,9,PORTUGAL,41007.0,477835.33,11.652530787426537
2018,9,ROMANIA,11783.0,135268.232,11.47994840023763
2018,9,SERBIA,6403.0,40456.922,6.318432297360612
2018,9,SLOVAKIA,2561.0,21773.412,8.501918000780945
2018,9,SLOVENIA,3194.0,12139.106,3.8005967438948027
2018,9,SPAIN,197694.0,1744963.684,8.826588991067002
2018,9,SWEDEN,33290.0,287376.541,8.632518504055273
2018,9,SWITZERLAND,39821.0,496593.991,12.470655960422892
2018,9,TÜRKIYE,100364.0,1499138.819,14.937017446494758
2018,9,UNITED KINGDOM,193109.0,3329222.188,17.240119248714457
2018,10,ALBANIA,1918.0,10587.33,5.519984358706987
2018,10,ARMENIA,1997.0,20932.492,10.481968953430144
2018,10,AUSTRIA,30684.0,249767.676,8.139997262416895
2018,10,BELGIUM,29370.0,417046.823,14.1997556350017
2018,10,BOSNIA AND HERZEGOVINA,997.0,7344.213000000001,7.366311935807423
2018,10,BULGARIA,5212.0,51921.247,9.961866270145817
2018,10,CROATIA,4011.0,61343.324,15.293773123909249
2018,10,CYPRUS,8279.0,110918.442,13.397565164874985
2018,10,DENMARK,24034.0,271738.699,11.30642835150204
2018,10,ESTONIA,4301.0,19532.055,4.541282259939549
2018,10,FINLAND,16912.0,216269.314,12.787920648060549
2018,10,FRANCE,165439.0,1909668.063,11.543034369163257
2018,10,GEORGIA,3260.0,40735.472,12.49554355828221
2018,10,GERMANY,201505.0,2807945.435,13.9348672985782
2018,10,GREECE,45431.0,411717.885,9.062487838700447
2018,10,HUNGARY,10149.0,93539.674,9.216639471869149
2018,10,IRELAND,26281.0,303928.011,11.564552756744416
2018,10,ITALY,108299.0,1279218.119,11.811910719397224
2018,10,LATVIA,7505.0,42188.876,5.6214358427714854
2018,10,LITHUANIA,5569.0,35750.276,6.419514455018854
2018,10,LUXEMBOURG,6735.0,148561.064,22.058064439495176
2018,10,MALTA,5276.0,45951.79,8.709588703563306
2018,10,MONTENEGRO,1155.0,9349.304,8.094635497835498
2018,10,NETHERLANDS,50757.0,1003050.864,19.761823275607306
2018,10,NORWAY,68166.0,286372.449,4.201103908106681
2018,10,POLAND,37514.0,261921.842,6.981975849016368
2018,10,PORTUGAL,39110.0,445057.862,11.379643620557403
2018,10,ROMANIA,11194.0,123414.899,11.025093710916563
2018,10,SERBIA,5777.0,35370.765,6.122687380993595
2018,10,SLOVAKIA,1910.0,13636.829,7.139701047120418
2018,10,SLOVENIA,3105.0,10878.664,3.5035954911433174
2018,10,SPAIN,189761.0,1652746.04,8.709619152512898
2018,10,SWEDEN,33831.0,284688.216,8.415010375099762
2018,10,SWITZERLAND,40155.0,507498.575,12.638490225376666
2018,10,TÜRKIYE,95327.0,1403950.466,14.727731555592854
2018,10,UNITED KINGDOM,190167.0,3275204.96,17.22278292237875
2018,11,ALBANIA,1766.0,9841.87,5.57297281993205
2018,11,ARMENIA,1805.0,18138.541,10.049053185595568
2018,11,AUSTRIA,27531.0,213997.485,7.772964476408412
2018,11,BELGIUM,26398.0,393658.12,14.912422153193424
2018,11,BOSNIA AND HERZEGOVINA,844.0,5580.715,6.612221563981043
2018,11,BULGARIA,4345.0,39683.869,9.133226467203682
2018,11,CROATIA,3251.0,22081.893,6.792338665026146
2018,11,CYPRUS,4928.0,62707.273,12.724690137987013
2018,11,DENMARK,21438.0,231765.605,10.810971405914731
2018,11,ESTONIA,3768.0,16580.907,4.400453025477707
2018,11,FINLAND,16023.0,205090.809,12.799775884665793
2018,11,FRANCE,137903.0,1658453.34,12.026231046460193
2018,11,GEORGIA,2977.0,36117.111,12.132049378569029
2018,11,GERMANY,172236.0,2436494.342,14.146254801551361
2018,11,GREECE,23421.0,155343.111,6.632642116049699
2018,11,HUNGARY,8873.0,76855.081,8.6616793643638
2018,11,IRELAND,21925.0,237609.222,10.837364743443558
2018,11,ITALY,90181.0,1033092.872,11.455770860824343
2018,11,LATVIA,6350.0,35032.58,5.516941732283465
2018,11,LITHUANIA,4786.0,28899.769,6.038397200167155
2018,11,LUXEMBOURG,6053.0,162563.164,26.85662712704444
2018,11,MALTA,4002.0,33932.459,8.47887531234383
2018,11,MONTENEGRO,895.0,5230.575,5.844217877094972
2018,11,NETHERLANDS,42667.0,861615.565,20.19395703939813
2018,11,NORWAY,62832.0,260308.039,4.142921425388337
2018,11,POLAND,32053.0,226197.256,7.056976133279256
2018,11,PORTUGAL,30744.0,348713.081,11.342475962789488
2018,11,ROMANIA,9954.0,105529.214,10.601689170182842
2018,11,SERBIA,4794.0,28942.173000000003,6.037165832290364
2018,11,SLOVAKIA,1649.0,11418.648,6.924589448150393
2018,11,SLOVENIA,2517.0,8034.608,3.1921366706396506
2018,11,SPAIN,148406.0,1212080.095,8.167325411371507
2018,11,SWEDEN,31219.0,256464.798,8.215022838655948
2018,11,SWITZERLAND,34017.0,436715.583,12.838156892142164
2018,11,TÜRKIYE,75649.0,1063273.72,14.055357241999232
2018,11,UNITED KINGDOM,157259.0,2772753.468,17.631763320382298
2018,12,ALBANIA,1984.0,10977.57,5.5330493951612905
2018,12,ARMENIA,1956.0,20026.108,10.238296523517382
2018,12,AUSTRIA,27509.0,222340.726,8.082472136391726
2018,12,BELGIUM,25206.0,384556.278,15.256537253034992
2018,12,BOSNIA AND HERZEGOVINA,784.0,6042.597000000001,7.707394132653062
2018,12,BULGARIA,4503.0,43686.594,9.701664223850766
2018,12,CROATIA,3064.0,18897.736,6.167668407310705
2018,12,CYPRUS,4164.0,49859.413,11.973922430355428
2018,12,DENMARK,19042.0,226448.665,11.892063071105976
2018,12,ESTONIA,3422.0,15621.663,4.565068088836938
2018,12,FINLAND,15418.0,230067.221,14.921988649630302
2018,12,FRANCE,137361.0,1722219.645,12.537908467468933
2018,12,GEORGIA,2908.0,34627.28,11.907592847317744
2018,12,GERMANY,159377.0,2369153.333,14.865089272605207
2018,12,GREECE,22724.0,145895.076,6.42030786833304
2018,12,HUNGARY,8877.0,76367.479,8.602847696293793
2018,12,IRELAND,21656.0,234396.408,10.823624307351311
2018,12,ITALY,90138.0,1060084.182,11.760680090527858
2018,12,LATVIA,6348.0,35197.757,5.544700220541903
2018,12,LITHUANIA,4563.0,28596.937,6.26713499890423
2018,12,LUXEMBOURG,5660.0,153451.78,27.11162190812721
2018,12,MALTA,3892.0,32145.967,8.259498201438848
2018,12,MONTENEGRO,938.0,5270.299,5.6186556503198295
2018,12,NETHERLANDS,41831.0,876671.219,20.957453061126916
2018,12,NORWAY,53702.0,230043.881,4.283711612230457
2018,12,POLAND,31588.0,225082.781,7.125578732430037
2018,12,PORTUGAL,31264.0,359009.263,11.483151963920163
2018,12,ROMANIA,9588.0,107609.472,11.223349186483103
2018,12,SERBIA,4908.0,31594.503,6.437347799511002
2018,12,SLOVAKIA,1571.0,11333.274,7.214050922978994
2018,12,SLOVENIA,2478.0,8423.648000000001,3.3993736884584345
2018,12,SPAIN,147621.0,1233630.303,8.356739915052737
2018,12,SWEDEN,27240.0,258929.897,9.505502826725404
2018,12,SWITZERLAND,36192.0,469141.924,12.962586317418214
2018,12,TÜRKIYE,75152.0,1061085.132,14.119186874600809
2018,12,UNITED KINGDOM,157030.0,2864753.909,18.243354193466217
2019,1,ALBANIA,1977.0,10895.621,5.511189175518462
2019,1,ARMENIA,1842.0,18597.138,10.0961661237785
2019,1,AUSTRIA,26725.0,219501.064,8.213323255378858
2019,1,BELGIUM,25093.0,370106.997,14.749412067110349
2019,1,BOSNIA AND HERZEGOVINA,790.0,5776.506,7.312032911392405
2019,1,BULGARIA,4637.0,43230.834,9.32301789950399
2019,1,CROATIA,3068.0,18135.72,5.911251629726206
2019,1,CYPRUS,3953.0,46901.067,11.864676701239565
2019,1,DENMARK,19397.0,236863.743,12.2113596432438
2019,1,ESTONIA,3508.0,15412.013,4.393390250855188
2019,1,FINLAND,15736.0,219417.596,13.943670310116929
2019,1,FRANCE,133445.0,1683623.701,12.616611345498145
2019,1,GEORGIA,2876.0,34488.037,11.991667941585535
2019,1,GERMANY,156503.0,2351235.177,15.023578953758076
2019,1,GREECE,21157.0,136161.84,6.435782010682043
2019,1,HUNGARY,8508.0,72386.129,8.50800763986836
2019,1,IRELAND,21213.0,219823.46,10.362676660538348
2019,1,ITALY,87776.0,1021526.39,11.63787812158221
2019,1,LATVIA,6264.0,34493.75,5.506665070242656
2019,1,LITHUANIA,4702.0,28709.419,6.105788813270949
2019,1,LUXEMBOURG,5458.0,136674.797,25.04118669842433
2019,1,MALTA,3656.0,30665.519,8.387724015317287
2019,1,MONTENEGRO,904.0,5158.74,5.706570796460177
2019,1,NETHERLANDS,40881.0,861054.277,21.0624563244539
2019,1,NORWAY,57623.0,241299.211,4.187550301095049
2019,1,POLAND,31963.0,227349.833,7.1129065794825275
2019,1,PORTUGAL,29909.0,352422.619,11.78316289411214
2019,1,ROMANIA,9631.0,108472.64,11.262863669400893
2019,1,SERBIA,4732.0,28261.288,5.972377007607777
2019,1,SLOVAKIA,1376.0,10726.651,7.79553125
2019,1,SLOVENIA,2511.0,8334.247000000001,3.3190947829549984
2019,1,SPAIN,143793.0,1203517.492,8.36979193702058
2019,1,SWEDEN,27917.0,264669.542,9.48058681090375
2019,1,SWITZERLAND,37202.0,472737.081,12.707302860061287
2019,1,TÜRKIYE,76181.0,1083572.616,14.2236596526693
2019,1,UNITED KINGDOM,153735.0,2833445.281,18.430710514846975
2019,2,ALBANIA,1688.0,9184.611,5.441120260663507
2019,2,ARMENIA,1459.0,14635.82,10.0314050719671
2019,2,AUSTRIA,26214.0,206375.774,7.87273113603418
2019,2,BELGIUM,22484.0,321350.523,14.292408957480875
2019,2,BOSNIA AND HERZEGOVINA,746.0,5220.069,6.997411528150135
2019,2,BULGARIA,4183.0,39473.855,9.436733205833136
2019,2,CROATIA,2849.0,17070.608,5.9917893997894
2019,2,CYPRUS,3705.0,44807.413,12.093768690958164
2019,2,DENMARK,18857.0,219906.494,11.661796362093652
2019,2,ESTONIA,3124.0,14138.037,4.525620038412292
2019,2,FINLAND,14557.0,200931.881,13.803110599711479
2019,2,FRANCE,126615.0,1531815.247,12.098213063223156
2019,2,GEORGIA,2542.0,30610.157,12.041761211644374
2019,2,GERMANY,151621.0,2151930.929,14.192829021045897
2019,2,GREECE,19084.0,123364.266,6.4642771955564875
2019,2,HUNGARY,7870.0,66164.191,8.407139898348158
2019,2,IRELAND,19875.0,194519.412,9.787140226415096
2019,2,ITALY,82137.0,926249.558,11.276885666630141
2019,2,LATVIA,5534.0,30301.811,5.475571196241417
2019,2,LITHUANIA,4310.0,25707.144,5.964534570765661
2019,2,LUXEMBOURG,5263.0,125203.216,23.789324719741593
2019,2,MALTA,3335.0,28093.056,8.423704947526238
2019,2,MONTENEGRO,846.0,4520.02,5.342813238770686
2019,2,NETHERLANDS,39254.0,781641.64,19.91240739797218
2019,2,NORWAY,54473.0,224406.965,4.1195998935252325
2019,2,POLAND,29587.0,210743.227,7.122831885625444
2019,2,PORTUGAL,27236.0,311700.799,11.44444114407402
2019,2,ROMANIA,8933.0,95121.437,10.648319377588717
2019,2,SERBIA,4311.0,24998.495,5.798769427047088
2019,2,SLOVAKIA,1329.0,10384.592,7.813838976674192
2019,2,SLOVENIA,2397.0,7824.161,3.2641472674176053
2019,2,SPAIN,134122.0,1109504.145,8.27235013644294
2019,2,SWEDEN,26642.0,243842.438,9.152557540725171
2019,2,SWITZERLAND,34378.0,426740.053,12.41317275583222
2019,2,TÜRKIYE,68527.0,981700.508,14.325747632320107
2019,2,UNITED KINGDOM,147709.0,2586421.421,17.51024934838094
2019,3,ALBANIA,1853.0,10184.113,5.4960134916351855
2019,3,ARMENIA,1674.0,16968.048000000003,10.136229390681006
2019,3,AUSTRIA,30501.0,257129.458,8.430197632864497
2019,3,BELGIUM,26076.0,392326.136,15.045487651480288
2019,3,BOSNIA AND HERZEGOVINA,900.0,6179.1,6.865666666666667
2019,3,BULGARIA,4773.0,44049.93,9.228981772470144
2019,3,CROATIA,3291.0,21392.877,6.500418413855971
2019,3,CYPRUS,4625.0,58219.129,12.587919783783784
2019,3,DENMARK,22129.0,259038.749,11.705849744678929
2019,3,ESTONIA,3483.0,16022.745,4.600271317829457
2019,3,FINLAND,16402.0,226857.088,13.831062553347152
2019,3,FRANCE,146775.0,1760003.67,11.991167910066428
2019,3,GEORGIA,3121.0,38081.741,12.201775392502404
2019,3,GERMANY,171194.0,2529401.158,14.775057291727514
2019,3,GREECE,22394.0,146762.608,6.553657586853622
2019,3,HUNGARY,9180.0,79551.856,8.665779520697168
2019,3,IRELAND,22709.0,237558.597,10.460988903078075
2019,3,ITALY,92802.0,1085810.869,11.700295995775953
2019,3,LATVIA,6358.0,35659.304000000004,5.608572507077698
2019,3,LITHUANIA,4710.0,27950.63,5.934316348195329
2019,3,LUXEMBOURG,6009.0,151311.671,25.180840572474622
2019,3,MALTA,4071.0,34319.011,8.430118152788012
2019,3,MONTENEGRO,939.0,5532.091,5.891470713525027
2019,3,NETHERLANDS,44627.0,899493.138,20.15580563336097
2019,3,NORWAY,61222.0,261215.746,4.26669736369279
2019,3,POLAND,32970.0,234769.22,7.120692144373673
2019,3,PORTUGAL,31940.0,365707.97,11.449842517219786
2019,3,ROMANIA,9899.0,104632.607,10.570017880594
2019,3,SERBIA,4796.0,28353.148,5.9118323603002505
2019,3,SLOVAKIA,1574.0,11509.787,7.312444091486658
2019,3,SLOVENIA,2668.0,8762.22,3.284190404797601
2019,3,SPAIN,156406.0,1290444.556,8.250607751620782
2019,3,SWEDEN,31411.0,284791.097,9.06660396039604
2019,3,SWITZERLAND,38910.0,484734.866,12.457848008224106
2019,3,TÜRKIYE,77256.0,1134566.687,14.685806759345551
2019,3,UNITED KINGDOM,166648.0,2938482.027,17.632867043108828
2019,4,ALBANIA,2178.0,12340.132,5.665808999081726
2019,4,ARMENIA,1612.0,17168.766,10.650599255583126
2019,4,AUSTRIA,30236.0,273207.293,9.035827920359836
2019,4,BELGIUM,28693.0,407587.498,14.205119645906668
2019,4,BOSNIA AND HERZEGOVINA,1020.0,9074.437,8.896506862745097
2019,4,BULGARIA,4937.0,47262.183,9.573057119708324
2019,4,CROATIA,3829.0,48856.58,12.759618699399322
2019,4,CYPRUS,6536.0,82772.984,12.66416523867809
2019,4,DENMARK,21463.0,244553.276,11.394179564832504
2019,4,ESTONIA,3725.0,17328.218,4.651870604026846
2019,4,FINLAND,15962.0,215423.514,13.496022678862298
2019,4,FRANCE,161944.0,1880074.202,11.609409437830362
2019,4,GEORGIA,3232.0,40488.346,12.527334777227722
2019,4,GERMANY,177458.0,2579118.639,14.533684809926855
2019,4,GREECE,33502.0,265522.424,7.925569339143932
2019,4,HUNGARY,9989.0,89338.448,8.94368285113625
2019,4,IRELAND,25163.0,272100.418,10.813512617732385
2019,4,ITALY,103566.0,1240918.024,11.981905490218798
