YEAR,MONTH_NUM,STATE_NAME,TOTAL_FLIGHTS,TOTAL_CO2_EMISSIONS
2017,2,CROATIA,2546.0,12939.606
2017,2,CYPRUS,3512.0,42426.203
2017,2,CZECH REPUBLIC,9790.0,
2017,2,CZECHIA,,68102.51
2017,2,DENMARK,18633.0,203729.25
2017,2,ESTONIA,2868.0,
2017,2,FINLAND,13143.0,170338.604
2017,2,FRANCE,125202.0,1436033.259
2017,2,GEORGIA,1761.0,19976.345
2017,2,GERMANY,142783.0,2043669.423
2017,2,GREECE,17532.0,99351.865
2017,2,HUNGARY,6618.0,51562.806
2017,2,ICELAND,,33672.664
2017,2,IRELAND,18519.0,163594.79
2017,2,ITALY,74298.0,808412.794
2017,2,KOSOVO,,6245.689
2017,2,LATVIA,4702.0,23945.121
2017,2,LITHUANIA,3745.0,20043.05
2017,2,LUXEMBOURG,4739.0,104569.68
2017,2,MALTA,2866.0,24163.166
2017,2,MOLDOVA,1622.0,
2017,2,"MOLDOVA, REPUBLIC OF",,10391.838
2017,2,MONACO,,8.938
2017,2,MONTENEGRO,712.0,3645.223
2017,2,NETHERLANDS,37218.0,755464.432
2017,2,NORTH MACEDONIA,,6381.329000000001
2017,2,NORWAY,33840.0,212803.748
2017,2,POLAND,24907.0,161367.052
2017,2,PORTUGAL,24660.0,264537.073
2017,2,REPUBLIC OF NORTH MACEDONIA,965.0,
2017,2,ROMANIA,8218.0,83745.296
2017,2,SERBIA,3946.0,24251.286
2017,2,SLOVAKIA,1261.0,8428.776
2017,2,SLOVENIA,2133.0,6518.3330000000005
2017,2,SPAIN,118728.0,938418.637
2017,2,SWEDEN,27302.0,241846.019
2017,2,SWITZERLAND,33814.0,395794.082
2017,2,TÜRKIYE,64153.0,843357.092
2017,2,UKRAINE,5706.0,
2017,2,UNITED KINGDOM,144457.0,2490715.043
2017,3,ALBANIA,1750.0,8503.752
2017,3,ARMENIA,1622.0,17331.649
2017,3,AUSTRIA,27413.0,194541.726
2017,3,BELGIUM,27192.0,333042.376
2017,3,BOSNIA AND HERZEGOVINA,862.0,5698.68
2017,3,BULGARIA,4615.0,41844.093
2017,3,CANARY ISLANDS,,342676.04
2017,3,CROATIA,3132.0,16884.561999999998
2017,3,CYPRUS,4504.0,55508.951
2017,3,CZECH REPUBLIC,11990.0,
2017,3,CZECHIA,,82313.185
2017,3,DENMARK,22067.0,233475.984
2017,3,ESTONIA,3416.0,
2017,3,FINLAND,14775.0,187107.832
2017,3,FRANCE,145048.0,1635475.834
2017,3,GEORGIA,2278.0,25277.792
2017,3,GERMANY,165576.0,2379769.25
2017,3,GREECE,21166.0,129071.186
2017,3,HUNGARY,7780.0,61102.336
2017,3,ICELAND,,41632.59
2017,3,IRELAND,22009.0,202861.234
2017,3,ITALY,87258.0,957299.688
2017,3,KOSOVO,,7279.413
2017,3,LATVIA,5495.0,28646.562
2017,3,LITHUANIA,4438.0,23857.038
2017,3,LUXEMBOURG,5626.0,129711.532
2017,3,MALTA,3595.0,29703.028
2017,3,MOLDOVA,1801.0,
2017,3,"MOLDOVA, REPUBLIC OF",,11557.876
2017,3,MONACO,,16.832
2017,3,MONTENEGRO,806.0,4514.883
2017,3,NETHERLANDS,44295.0,881942.503
2017,3,NORTH MACEDONIA,,7547.669000000001
2017,3,NORWAY,40572.0,250115.352
2017,3,POLAND,29052.0,187153.457
2017,3,PORTUGAL,28838.0,314532.213
2017,3,REPUBLIC OF NORTH MACEDONIA,1149.0,
2017,3,ROMANIA,9463.0,98803.689
2017,3,SERBIA,4778.0,28531.494
2017,3,SLOVAKIA,1516.0,9855.177
2017,3,SLOVENIA,2633.0,7655.338000000001
2017,3,SPAIN,141712.0,1127519.127
2017,3,SWEDEN,33011.0,282322.31
2017,3,SWITZERLAND,38554.0,448099.915
2017,3,TÜRKIYE,72904.0,978216.045
2017,3,UKRAINE,6320.0,
2017,3,UNITED KINGDOM,164976.0,2838957.746
2017,4,ALBANIA,1781.0,9244.156
2017,4,ARMENIA,1683.0,19023.446
2017,4,AUSTRIA,26649.0,204070.836
2017,4,BELGIUM,27527.0,356237.568
2017,4,BOSNIA AND HERZEGOVINA,963.0,7838.83
2017,4,BULGARIA,4696.0,43304.848
2017,4,CANARY ISLANDS,,334523.527
2017,4,CROATIA,3269.0,32748.438
2017,4,CYPRUS,6357.0,80478.288
2017,4,CZECH REPUBLIC,12678.0,
2017,4,CZECHIA,,92455.624
2017,4,DENMARK,21103.0,231121.905
2017,4,ESTONIA,3353.0,15023.122
2017,4,FINLAND,14189.0,175286.885
2017,4,FRANCE,154776.0,1748476.716
2017,4,GEORGIA,2345.0,27768.59
2017,4,GERMANY,167494.0,2451842.472
2017,4,GREECE,28773.0,214548.683
2017,4,HUNGARY,8293.0,66051.835
2017,4,ICELAND,,44950.63
2017,4,IRELAND,23071.0,232501.218
2017,4,ITALY,95123.0,1086155.991
2017,4,KOSOVO,,9505.627
2017,4,LATVIA,5905.0,30713.584
2017,4,LITHUANIA,4812.0,28854.646
2017,4,LUXEMBOURG,5993.0,132297.462
2017,4,MALTA,4319.0,37275.5
2017,4,MOLDOVA,2068.0,
2017,4,"MOLDOVA, REPUBLIC OF",,14225.003
2017,4,MONACO,,18.148
2017,4,MONTENEGRO,1001.0,7191.026000000001
2017,4,NETHERLANDS,46427.0,934832.281
2017,4,NORTH MACEDONIA,,8464.257
2017,4,NORWAY,36133.0,235721.325
2017,4,POLAND,29730.0,191988.697
2017,4,PORTUGAL,34618.0,368991.105
2017,4,REPUBLIC OF NORTH MACEDONIA,1259.0,
2017,4,ROMANIA,9731.0,107530.444
2017,4,SERBIA,5051.0,30617.33
2017,4,SLOVAKIA,1449.0,10074.338
2017,4,SLOVENIA,2596.0,8875.357
2017,4,SPAIN,162468.0,1341735.773
2017,4,SWEDEN,30729.0,266985.332
2017,4,SWITZERLAND,37705.0,450531.95
2017,4,TÜRKIYE,79495.0,1100718.386
2017,4,UKRAINE,6627.0,
2017,4,UNITED KINGDOM,169821.0,2975452.621
2017,5,ALBANIA,1841.0,9615.686
2017,5,ARMENIA,1748.0,17927.994
2017,5,AUSTRIA,29268.0,217149.802
2017,5,BELGIUM,30850.0,386184.962
2017,5,BOSNIA AND HERZEGOVINA,998.0,7397.198
2017,5,BULGARIA,4933.0,59384.903
2017,5,CANARY ISLANDS,,264385.305
2017,5,CROATIA,3757.0,55795.931
2017,5,CYPRUS,7711.0,110704.148
2017,5,CZECH REPUBLIC,14073.0,
2017,5,CZECHIA,,101564.248
2017,5,DENMARK,23259.0,249805.197
2017,5,ESTONIA,3870.0,17155.457000000002
2017,5,FINLAND,15476.0,180175.465
2017,5,FRANCE,169070.0,1822001.276
2017,5,GEORGIA,2563.0,29770.171
2017,5,GERMANY,186706.0,2632541.869
2017,5,GREECE,42628.0,394687.975
2017,5,HUNGARY,9011.0,73283.127
2017,5,ICELAND,,53246.534
2017,5,IRELAND,25772.0,267290.578
2017,5,ITALY,105649.0,1208417.229
2017,5,KOSOVO,,8880.764000000001
2017,5,LATVIA,6473.0,35216.031
2017,5,LITHUANIA,5245.0,31967.91
2017,5,LUXEMBOURG,6490.0,130378.57
2017,5,MALTA,4737.0,42208.141
2017,5,MOLDOVA,2452.0,
2017,5,"MOLDOVA, REPUBLIC OF",,17103.227
2017,5,MONACO,,37.56
2017,5,MONTENEGRO,1075.0,10300.401
2017,5,NETHERLANDS,50687.0,996609.884
2017,5,NORTH MACEDONIA,,9186.547
2017,5,NORWAY,41808.0,258308.892
2017,5,POLAND,33227.0,219114.937
2017,5,PORTUGAL,37279.0,399603.187
2017,5,REPUBLIC OF NORTH MACEDONIA,1307.0,
2017,5,ROMANIA,10534.0,113180.049
2017,5,SERBIA,5457.0,31881.165
2017,5,SLOVAKIA,1679.0,11462.531
2017,5,SLOVENIA,2968.0,10097.658
2017,5,SPAIN,176909.0,1523394.58
2017,5,SWEDEN,34611.0,288989.71
2017,5,SWITZERLAND,39594.0,458108.567
2017,5,TÜRKIYE,87478.0,1253531.923
2017,5,UKRAINE,8138.0,
2017,5,UNITED KINGDOM,189310.0,3215892.191
2017,6,ALBANIA,2063.0,11493.13
2017,6,ARMENIA,1789.0,18895.752
2017,6,AUSTRIA,29549.0,224402.091
2017,6,BELGIUM,30499.0,384460.114
2017,6,BOSNIA AND HERZEGOVINA,1070.0,8895.407000000001
2017,6,BULGARIA,4991.0,102685.733
2017,6,CANARY ISLANDS,,269498.758
2017,6,CROATIA,3893.0,77240.367
2017,6,CYPRUS,8308.0,118216.224
2017,6,CZECH REPUBLIC,16091.0,
2017,6,CZECHIA,,124388.878
2017,6,DENMARK,23402.0,265238.216
2017,6,ESTONIA,3840.0,17191.256
2017,6,FINLAND,15264.0,187662.517
2017,6,FRANCE,171098.0,1869443.113
2017,6,GEORGIA,2840.0,35146.393
2017,6,GERMANY,185450.0,2656149.015
2017,6,GREECE,56037.0,530066.815
2017,6,HUNGARY,9126.0,76940.581
2017,6,ICELAND,,74034.43000000001
2017,6,IRELAND,26927.0,295069.673
2017,6,ITALY,109524.0,1295320.494
2017,6,KOSOVO,,8816.604000000001
2017,6,LATVIA,6919.0,39876.652
2017,6,LITHUANIA,5297.0,33085.522
2017,6,LUXEMBOURG,6482.0,135456.514
2017,6,MALTA,4715.0,41483.265
2017,6,MOLDOVA,2816.0,
2017,6,"MOLDOVA, REPUBLIC OF",,19508.311
2017,6,MONACO,,42.985
2017,6,MONTENEGRO,1318.0,21950.434
2017,6,NETHERLANDS,49021.0,975447.303
2017,6,NORTH MACEDONIA,,9474.501
2017,6,NORWAY,40840.0,275085.445
2017,6,POLAND,35605.0,246113.576
2017,6,PORTUGAL,38596.0,425181.865
2017,6,REPUBLIC OF NORTH MACEDONIA,1377.0,
2017,6,ROMANIA,10754.0,119726.912
2017,6,SERBIA,5980.0,36491.582
2017,6,SLOVAKIA,2176.0,17544.725
2017,6,SLOVENIA,3101.0,10898.173
2017,6,SPAIN,186257.0,1629211.208
2017,6,SWEDEN,32996.0,298386.655
2017,6,SWITZERLAND,39168.0,467670.712
2017,6,TÜRKIYE,91448.0,1350251.635
2017,6,UKRAINE,7867.0,
2017,6,UNITED KINGDOM,190764.0,3273946.754
2017,7,ALBANIA,2506.0,13773.034
2017,7,ARMENIA,2151.0,22576.046
2017,7,AUSTRIA,30458.0,238628.614
2017,7,BELGIUM,31705.0,410627.508
2017,7,BOSNIA AND HERZEGOVINA,1320.0,12596.678
2017,7,BULGARIA,5143.0,128944.601
2017,7,CANARY ISLANDS,,299474.604
2017,7,CROATIA,4192.0,101042.139
2017,7,CYPRUS,9398.0,130961.42
2017,7,CZECH REPUBLIC,16779.0,
2017,7,CZECHIA,,135799.86000000002
2017,7,DENMARK,22977.0,288038.533
2017,7,ESTONIA,3817.0,18928.896
2017,7,FINLAND,14415.0,193482.259
2017,7,FRANCE,180179.0,2071557.395
2017,7,GEORGIA,3440.0,44737.95
2017,7,GERMANY,190378.0,2815284.267
2017,7,GREECE,67249.0,632415.224
2017,7,HUNGARY,9967.0,86756.843
2017,7,ICELAND,,78101.825
2017,7,IRELAND,27679.0,309783.544
2017,7,ITALY,117255.0,1426670.387
2017,7,KOSOVO,,12926.687
2017,7,LATVIA,7055.0,40016.746
2017,7,LITHUANIA,4325.0,23863.542
2017,7,LUXEMBOURG,6385.0,147273.572
2017,7,MALTA,5213.0,44961.879
2017,7,MOLDOVA,2908.0,
2017,7,"MOLDOVA, REPUBLIC OF",,20578.504
2017,7,MONACO,,37.276
2017,7,MONTENEGRO,1540.0,25709.323
2017,7,NETHERLANDS,51298.0,1027309.968
2017,7,NORTH MACEDONIA,,11996.825
2017,7,NORWAY,36713.0,289614.967
2017,7,POLAND,37529.0,268307.056
2017,7,PORTUGAL,42515.0,471679.535
2017,7,REPUBLIC OF NORTH MACEDONIA,1667.0,
2017,7,ROMANIA,11485.0,132444.965
2017,7,SERBIA,6678.0,39680.666
2017,7,SLOVAKIA,2648.0,24094.823
2017,7,SLOVENIA,3296.0,12207.421
2017,7,SPAIN,204655.0,1803233.182
2017,7,SWEDEN,29109.0,298418.62
2017,7,SWITZERLAND,40802.0,501878.341
2017,7,TÜRKIYE,103792.0,1523329.935
2017,7,UKRAINE,8389.0,
2017,7,UNITED KINGDOM,197199.0,3456507.143
2017,8,ALBANIA,2659.0,14690.821
2017,8,ARMENIA,2175.0,22998.966
2017,8,AUSTRIA,29542.0,234879.359
2017,8,BELGIUM,30847.0,405411.326
2017,8,BOSNIA AND HERZEGOVINA,1408.0,13856.428
2017,8,BULGARIA,5174.0,123334.038
2017,8,CANARY ISLANDS,,300863.86
2017,8,CROATIA,4168.0,96929.727
2017,8,CYPRUS,9383.0,127690.796
2017,8,CZECH REPUBLIC,16727.0,
2017,8,CZECHIA,,136245.072
2017,8,DENMARK,23313.0,271072.804
2017,8,ESTONIA,4073.0,20028.413
2017,8,FINLAND,15462.0,194347.668
2017,8,FRANCE,167153.0,2035424.673
2017,8,GEORGIA,3628.0,47480.445
2017,8,GERMANY,186185.0,2799347.784
2017,8,GREECE,68127.0,630182.587
2017,8,HUNGARY,9700.0,82624.675
2017,8,ICELAND,,78485.297
2017,8,IRELAND,27250.0,307046.687
2017,8,ITALY,112253.0,1403439.698
2017,8,KOSOVO,,13318.425
2017,8,LATVIA,7191.0,38866.026
2017,8,LITHUANIA,4408.0,24472.357
2017,8,LUXEMBOURG,5953.0,138328.966
2017,8,MALTA,5249.0,44893.634
2017,8,MOLDOVA,2949.0,
2017,8,"MOLDOVA, REPUBLIC OF",,20834.054
2017,8,MONACO,,45.2
2017,8,MONTENEGRO,1500.0,25118.571
2017,8,NETHERLANDS,51158.0,1033224.253
2017,8,NORTH MACEDONIA,,13732.751
2017,8,NORWAY,40767.0,279416.094
2017,8,POLAND,37358.0,265565.049
2017,8,PORTUGAL,42676.0,476584.723
2017,8,REPUBLIC OF NORTH MACEDONIA,1843.0,
2017,8,ROMANIA,11306.0,133611.548
2017,8,SERBIA,6685.0,40766.058
2017,8,SLOVAKIA,2671.0,23864.819
2017,8,SLOVENIA,3382.0,12728.788
2017,8,SPAIN,201537.0,1783921.731
2017,8,SWEDEN,31999.0,298934.371
2017,8,SWITZERLAND,39863.0,496847.937
2017,8,TÜRKIYE,105675.0,1556829.915
2017,8,UKRAINE,8413.0,
2017,8,UNITED KINGDOM,196344.0,3448486.938
2017,9,ALBANIA,2455.0,13235.249
2017,9,ARMENIA,2005.0,22090.588
2017,9,AUSTRIA,29757.0,227062.425
2017,9,BELGIUM,30436.0,392508.937
2017,9,BOSNIA AND HERZEGOVINA,1161.0,10212.85
2017,9,BULGARIA,5182.0,93115.235
2017,9,CANARY ISLANDS,,279061.724
2017,9,CROATIA,4006.0,77988.885
2017,9,CYPRUS,8609.0,120650.42
2017,9,CZECH REPUBLIC,16472.0,
2017,9,CZECHIA,,131601.936
2017,9,DENMARK,23388.0,259237.025
2017,9,ESTONIA,4220.0,18944.777
2017,9,FINLAND,15670.0,193042.235
2017,9,FRANCE,169383.0,1880669.645
2017,9,GEORGIA,3505.0,43059.811
2017,9,GERMANY,190774.0,2737582.511
2017,9,GREECE,57056.0,542605.5
2017,9,HUNGARY,9332.0,78984.24
2017,9,ICELAND,,73964.921
2017,9,IRELAND,25870.0,287985.889
2017,9,ITALY,110089.0,1320336.076
2017,9,KOSOVO,,9931.866
2017,9,LATVIA,6894.0,36852.004
2017,9,LITHUANIA,5296.0,32264.992
2017,9,LUXEMBOURG,6327.0,138649.055
2017,9,MALTA,4905.0,42303.514
2017,9,MOLDOVA,2598.0,
2017,9,"MOLDOVA, REPUBLIC OF",,17688.663
2017,9,MONACO,,34.526
2017,9,MONTENEGRO,1300.0,20392.029
2017,9,NETHERLANDS,49132.0,985268.119
2017,9,NORTH MACEDONIA,,11647.299
2017,9,NORWAY,41594.0,267589.344
2017,9,POLAND,37141.0,263382.992
2017,9,PORTUGAL,39866.0,448350.3
2017,9,REPUBLIC OF NORTH MACEDONIA,1580.0,
2017,9,ROMANIA,10946.0,126190.567
2017,9,SERBIA,6211.0,37819.999
2017,9,SLOVAKIA,2369.0,19687.348
2017,9,SLOVENIA,3165.0,11632.976
2017,9,SPAIN,187781.0,1659749.741
2017,9,SWEDEN,34581.0,297538.078
2017,9,SWITZERLAND,39764.0,479041.826
2017,9,TÜRKIYE,98963.0,1442804.678
2017,9,UKRAINE,8247.0,
2017,9,UNITED KINGDOM,191215.0,3302269.874
2017,10,ALBANIA,2063.0,10480.825
2017,10,ARMENIA,1847.0,21126.836
2017,10,AUSTRIA,28478.0,212957.701
2017,10,BELGIUM,29747.0,386762.265
2017,10,BOSNIA AND HERZEGOVINA,1045.0,7877.394
2017,10,BULGARIA,4933.0,48487.644
2017,10,CANARY ISLANDS,,326513.997
2017,10,CROATIA,3906.0,53129.976
2017,10,CYPRUS,8317.0,112095.398
2017,10,CZECH REPUBLIC,14299.0,
2017,10,CZECHIA,,110163.162
2017,10,DENMARK,23452.0,258735.665
2017,10,ESTONIA,4102.0,18507.555
2017,10,FINLAND,15701.0,202288.632
2017,10,FRANCE,160960.0,1819468.441
2017,10,GEORGIA,2861.0,32022.763
2017,10,GERMANY,188202.0,2681220.99
2017,10,GREECE,41639.0,379510.279
2017,10,HUNGARY,9123.0,73698.13
2017,10,ICELAND,,57128.83
2017,10,IRELAND,24820.0,285570.427
2017,10,ITALY,102221.0,1196497.999
2017,10,KOSOVO,,8748.33
2017,10,LATVIA,6821.0,35724.247
2017,10,LITHUANIA,5348.0,33424.399
2017,10,LUXEMBOURG,6434.0,142971.38
2017,10,MALTA,4847.0,42670.849
2017,10,MOLDOVA,2205.0,
2017,10,"MOLDOVA, REPUBLIC OF",,14432.038
2017,10,MONACO,,31.043000000000003
2017,10,MONTENEGRO,1095.0,9410.899
2017,10,NETHERLANDS,49598.0,985704.159
2017,10,NORTH MACEDONIA,,10444.842
2017,10,NORWAY,42445.0,268220.597
2017,10,POLAND,34918.0,235788.681
2017,10,PORTUGAL,36974.0,408916.917
2017,10,REPUBLIC OF NORTH MACEDONIA,1488.0,
2017,10,ROMANIA,10635.0,117482.783
2017,10,SERBIA,5576.0,33867.891
2017,10,SLOVAKIA,1886.0,12985.95
2017,10,SLOVENIA,3199.0,10670.995
2017,10,SPAIN,178295.0,1538968.741
2017,10,SWEDEN,34631.0,295243.96
2017,10,SWITZERLAND,39224.0,477351.607
2017,10,TÜRKIYE,92059.0,1315491.702
2017,10,UKRAINE,7809.0,
2017,10,UNITED KINGDOM,184175.0,3218476.004
2017,11,ALBANIA,1873.0,9633.484
2017,11,ARMENIA,1676.0,18211.189
2017,11,AUSTRIA,24553.0,181541.798
2017,11,BELGIUM,26143.0,369701.363
2017,11,BOSNIA AND HERZEGOVINA,880.0,6232.56
2017,11,BULGARIA,4128.0,36960.742
2017,11,CANARY ISLANDS,,340891.595
2017,11,CROATIA,3114.0,20433.108
2017,11,CYPRUS,4970.0,60789.018
2017,11,CZECH REPUBLIC,12204.0,
2017,11,CZECHIA,,87329.055
2017,11,DENMARK,20492.0,219651.505
2017,11,ESTONIA,3579.0,15312.299
2017,11,FINLAND,14994.0,191161.757
2017,11,FRANCE,133457.0,1556885.285
2017,11,GEORGIA,2493.0,26645.685
2017,11,GERMANY,155839.0,2313202.023
2017,11,GREECE,20768.0,141599.856
2017,11,HUNGARY,8088.0,65641.14
2017,11,ICELAND,,44587.551
2017,11,IRELAND,20912.0,214773.804
2017,11,ITALY,83879.0,933951.519
2017,11,KOSOVO,,6640.256
2017,11,LATVIA,6071.0,31810.715
2017,11,LITHUANIA,4583.0,26967.168
2017,11,LUXEMBOURG,5823.0,152455.187
2017,11,MALTA,3726.0,31430.149
2017,11,MOLDOVA,1904.0,
2017,11,"MOLDOVA, REPUBLIC OF",,12621.909
2017,11,MONACO,,17.052
2017,11,MONTENEGRO,885.0,4958.189
2017,11,NETHERLANDS,41768.0,855219.983
2017,11,NORTH MACEDONIA,,8865.134
2017,11,NORWAY,38677.0,239666.476
2017,11,POLAND,30194.0,204482.756
2017,11,PORTUGAL,28695.0,321189.472
2017,11,REPUBLIC OF NORTH MACEDONIA,1312.0,
2017,11,ROMANIA,9289.0,98803.111
2017,11,SERBIA,4481.0,27164.917
2017,11,SLOVAKIA,1682.0,11275.174
2017,11,SLOVENIA,2747.0,8021.687000000001
2017,11,SPAIN,140612.0,1117719.984
2017,11,SWEDEN,31257.0,271846.866
2017,11,SWITZERLAND,33180.0,419159.99
2017,11,TÜRKIYE,75816.0,1026545.849
2017,11,UKRAINE,6719.0,
2017,11,UNITED KINGDOM,153103.0,2712157.257
2017,12,ALBANIA,2189.0,11136.114
2017,12,ARMENIA,1772.0,18776.737
2017,12,AUSTRIA,23981.0,187696.605
2017,12,BELGIUM,24280.0,360192.301
2017,12,BOSNIA AND HERZEGOVINA,795.0,6335.782
2017,12,BULGARIA,4293.0,40295.995
2017,12,CANARY ISLANDS,,352892.207
2017,12,CROATIA,2900.0,18822.139000000003
2017,12,CYPRUS,4244.0,49449.017
2017,12,CZECH REPUBLIC,11691.0,
2017,12,CZECHIA,,90242.581
2017,12,DENMARK,18100.0,216424.371
2017,12,ESTONIA,3192.0,14509.355
2017,12,FINLAND,14155.0,211534.595
2017,12,FRANCE,132111.0,1652813.159
2017,12,GEORGIA,2543.0,26678.79
2017,12,GERMANY,142126.0,2217461.747
2017,12,GREECE,20224.0,134138.303
2017,12,HUNGARY,8081.0,65993.487
2017,12,ICELAND,,42629.259
2017,12,IRELAND,20599.0,211190.091
2017,12,ITALY,83706.0,966172.249
2017,12,KOSOVO,,8512.682
2017,12,LATVIA,6078.0,32454.394
2017,12,LITHUANIA,4368.0,27068.183
2017,12,LUXEMBOURG,5494.0,146958.034
2017,12,MALTA,3534.0,30229.817
2017,12,MOLDOVA,1993.0,
2017,12,"MOLDOVA, REPUBLIC OF",,13683.447
2017,12,MONACO,,11.523
2017,12,MONTENEGRO,908.0,5148.185
2017,12,NETHERLANDS,39644.0,864067.81
2017,12,NORTH MACEDONIA,,9214.416
2017,12,NORWAY,32830.0,220987.046
2017,12,POLAND,29366.0,205927.661
2017,12,PORTUGAL,29508.0,333026.56
2017,12,REPUBLIC OF NORTH MACEDONIA,1322.0,
2017,12,ROMANIA,8921.0,99539.375
2017,12,SERBIA,4670.0,31008.437
2017,12,SLOVAKIA,1566.0,10916.739
2017,12,SLOVENIA,2468.0,8186.465
2017,12,SPAIN,137548.0,1122746.483
2017,12,SWEDEN,27269.0,266386.921
2017,12,SWITZERLAND,34935.0,446661.141
2017,12,TÜRKIYE,76460.0,1051632.536
2017,12,UKRAINE,6971.0,
2017,12,UNITED KINGDOM,150735.0,2783815.078
2018,1,ALBANIA,2047.0,10624.795
2018,1,ARMENIA,1685.0,16790.18
2018,1,AUSTRIA,24407.0,185282.887
2018,1,BELGIUM,24655.0,348121.397
2018,1,BOSNIA AND HERZEGOVINA,832.0,6151.017000000001
2018,1,BULGARIA,4440.0,42324.813
2018,1,CANARY ISLANDS,,329211.439
2018,1,CROATIA,2969.0,19749.347
2018,1,CYPRUS,3850.0,43775.981
2018,1,CZECH REPUBLIC,11003.0,
2018,1,CZECHIA,,82409.291
2018,1,DENMARK,18935.0,223764.303
2018,1,ESTONIA,3220.0,14131.86
2018,1,FINLAND,15060.0,204705.973
2018,1,FRANCE,132460.0,1615818.475
2018,1,GEORGIA,2427.0,26979.99
2018,1,GERMANY,147854.0,2234919.542
2018,1,GREECE,19098.0,129049.134
2018,1,HUNGARY,8162.0,66374.489
2018,1,ICELAND,,41921.383
2018,1,IRELAND,20548.0,202897.152
2018,1,ISRAEL,10102.0,
2018,1,ITALY,83455.0,951849.686
2018,1,KOSOVO,,8317.442000000001
2018,1,LATVIA,6047.0,31399.296
2018,1,LITHUANIA,4457.0,26721.868
2018,1,LUXEMBOURG,5566.0,141834.939
2018,1,MALTA,3413.0,28521.427
2018,1,MOLDOVA,1923.0,
2018,1,"MOLDOVA, REPUBLIC OF",,13452.114
2018,1,MONACO,,12.982
2018,1,MONTENEGRO,883.0,5036.965
2018,1,MOROCCO,14468.0,
2018,1,NETHERLANDS,40787.0,863695.281
2018,1,NORTH MACEDONIA,,9377.081
2018,1,NORWAY,57353.0,229227.269
2018,1,POLAND,30399.0,212069.977
2018,1,PORTUGAL,28656.0,321100.786
2018,1,REPUBLIC OF NORTH MACEDONIA,1329.0,
2018,1,ROMANIA,9029.0,100764.328
2018,1,SERBIA,4517.0,27750.741
2018,1,SLOVAKIA,1426.0,9868.201
2018,1,SLOVENIA,2488.0,8017.992
2018,1,SPAIN,133666.0,1080461.495
2018,1,SWEDEN,28264.0,269917.32
2018,1,SWITZERLAND,36608.0,455931.769
2018,1,TÜRKIYE,76561.0,1045189.578
2018,1,UKRAINE,6950.0,
2018,1,UNITED KINGDOM,153128.0,2745735.479
2018,2,ALBANIA,1569.0,7922.322
2018,2,ARMENIA,1366.0,14935.907
2018,2,AUSTRIA,23522.0,173503.43
2018,2,BELGIUM,23569.0,313810.207
2018,2,BOSNIA AND HERZEGOVINA,737.0,5376.781
2018,2,BULGARIA,4091.0,38532.503
2018,2,CANARY ISLANDS,,304925.633
2018,2,CROATIA,2702.0,17366.078
2018,2,CYPRUS,3732.0,43110.863
2018,2,CZECH REPUBLIC,10444.0,
2018,2,CZECHIA,,75623.10800000001
2018,2,DENMARK,18772.0,208547.012
2018,2,ESTONIA,3120.0,12985.66
2018,2,FINLAND,14054.0,190921.898
2018,2,FRANCE,123399.0,1455503.035
2018,2,GEORGIA,2187.0,23197.021
2018,2,GERMANY,144703.0,2074553.507
2018,2,GREECE,17267.0,112009.435
2018,2,HUNGARY,7509.0,59884.94
2018,2,ICELAND,,34089.933
2018,2,IRELAND,18762.0,178881.019
2018,2,ISRAEL,9371.0,
2018,2,ITALY,77071.0,857372.433
2018,2,KOSOVO,,6899.499000000001
2018,2,LATVIA,5436.0,27955.386
2018,2,LITHUANIA,4046.0,23650.898
2018,2,LUXEMBOURG,5205.0,122279.872
2018,2,MALTA,3133.0,25530.897
2018,2,MOLDOVA,1669.0,
2018,2,"MOLDOVA, REPUBLIC OF",,11221.842
2018,2,MONACO,,5.0360000000000005
2018,2,MONTENEGRO,774.0,4281.814
2018,2,MOROCCO,12689.0,
2018,2,NETHERLANDS,38924.0,792741.711
2018,2,NORTH MACEDONIA,,8191.41
2018,2,NORWAY,54537.0,220788.472
2018,2,POLAND,28121.0,193372.521
2018,2,PORTUGAL,26287.0,289859.08
2018,2,REPUBLIC OF NORTH MACEDONIA,1161.0,
2018,2,ROMANIA,8293.0,88731.744
2018,2,SERBIA,3944.0,24223.062
2018,2,SLOVAKIA,1359.0,9456.593
2018,2,SLOVENIA,2301.0,7684.622
2018,2,SPAIN,127110.0,999565.463
2018,2,SWEDEN,27452.0,252529.569
2018,2,SWITZERLAND,33842.0,412620.009
2018,2,TÜRKIYE,69356.0,948256.291
2018,2,UKRAINE,6217.0,
2018,2,UNITED KINGDOM,145986.0,2512708.7
2018,3,ALBANIA,1804.0,9538.698
2018,3,ARMENIA,1685.0,17177.483
2018,3,AUSTRIA,27623.0,211090.365
2018,3,BELGIUM,27215.0,370645.102
2018,3,BOSNIA AND HERZEGOVINA,928.0,7345.186000000001
2018,3,BULGARIA,4735.0,44157.814
2018,3,CANARY ISLANDS,,348975.348
2018,3,CROATIA,3118.0,24067.984
2018,3,CYPRUS,5128.0,61116.601
2018,3,CZECH REPUBLIC,12576.0,
2018,3,CZECHIA,,92755.441
2018,3,DENMARK,21513.0,241559.537
2018,3,ESTONIA,3580.0,17086.652000000002
2018,3,FINLAND,15850.0,211244.512
2018,3,FRANCE,144944.0,1682596.174
2018,3,GEORGIA,2980.0,31776.922
2018,3,GERMANY,167124.0,2436365.7
